,0
  (0, 1)	0.3154847377784515
  (0, 0)	0.5508439578548562"
reuters-topics/grain/article240.txt,"  (0, 19)	0.21991980981559398
  (0, 18)	0.16332852025109199
  (0, 15)	0.08092700114551317
  (0, 13)	0.09060923726922067
  (0, 12)	0.0807646705905385
  (0, 11)	0.25054464357924794
  (0, 10)	0.09232523876722486
  (0, 8)	0.1974356692546617
  (0, 7)	0.18509655751975654
  (0, 6)	0.12516662069976422
  (0, 5)	0.057957004430930006
  (0, 4)	0.17679152076925558
  (0, 3)	0.06180853525880769
  (0, 2)	0.2882679106611583
  (0, 1)	0.1701150901394736
  (0, 0)	0.770064940585213"
reuters-topics/grain/article526.txt,"  (0, 19)	0.5691756799945218
  (0, 14)	0.43008137743079644
  (0, 11)	0.432290654785424
  (0, 8)	0.3406562340379861
  (0, 7)	0.31936628500874065
  (0, 1)	0.29351720577500123"
reuters-topics/grain/article532.txt,"  (0, 19)	0.5147296361635751
  (0, 14)	0.0648234627452265
  (0, 10)	0.504210688120851
  (0, 8)	0.051344972963038395
  (0, 7)	0.048136072763756615
  (0, 6)	0.1953044284236659
  (0, 4)	0.5517152531714099
  (0, 3)	0.3375515136566168
  (0, 1)	0.08848000705029523
  (0, 0)	0.08582679187908544"
reuters-topics/grain/article254.txt,"  (0, 19)	0.1299851846348688
  (0, 18)	0.2896094882782049
  (0, 15)	0.286994914955584
  (0, 14)	0.19643919871593546
  (0, 11)	0.2961724255967112
  (0, 8)	0.388985905712564
  (0, 6)	0.0739806310101119
  (0, 5)	0.06851180826461556
  (0, 4)	0.27865039823185533
  (0, 3)	0.1461295164699116
  (0, 2)	0.3407656420130424
  (0, 1)	0.4021909880605742
  (0, 0)	0.3901306450879568"
reuters-topics/grain/article081.txt,"  (0, 18)	0.10833391720203867
  (0, 17)	0.17018897828007384
  (0, 15)	0.0536779432522208
  (0, 14)	0.055111353607872754
  (0, 13)	0.12020011683168359
  (0, 12)	0.37499189891685675
  (0, 11)	0.4431556330958198
  (0, 8)	0.08730452959830656
  (0, 7)	0.4092413479674895
  (0, 6)	0.12453235634383863
  (0, 5)	0.19221105137198413
  (0, 4)	0.2345275392637494
  (0, 3)	0.12299065829065806
  (0, 2)	0.22944572265194554
  (0, 1)	0.30089432123926296
  (0, 0)	0.4013233421635194"
reuters-topics/grain/article095.txt,"  (0, 19)	0.5342475641968878
  (0, 18)	0.09919281962502034
  (0, 17)	0.20777149096920977
  (0, 16)	0.0990926468899567
  (0, 15)	0.09829731408917276
  (0, 10)	0.22428417870425274
  (0, 7)	0.1498840040514125
  (0, 6)	0.07601630144605463
  (0, 5)	0.21119099142093553
  (0, 4)	0.214738361725659
  (0, 3)	0.4504513636531986
  (0, 2)	0.3501422387459924
  (0, 1)	0.27550518714482036
  (0, 0)	0.2672437214572768"
reuters-topics/grain/article042.txt,"  (0, 19)	0.6198912005333068
  (0, 16)	0.07665192938156358
  (0, 15)	0.3041468369021559
  (0, 11)	0.07846820773533547
  (0, 10)	0.6939693536103456
  (0, 7)	0.11594097498206289
  (0, 3)	0.11614708457267478
  (0, 0)	0.0516807944578318"
reuters-topics/grain/article056.txt,"  (0, 19)	0.6250379597218859
  (0, 18)	0.13262824578485913
  (0, 11)	0.06781688937450236
  (0, 10)	0.5247983700812598
  (0, 8)	0.05344146555737123
  (0, 7)	0.05010154112892898
  (0, 6)	0.45737775551498694
  (0, 4)	0.047853551507144265
  (0, 3)	0.30114364325243936
  (0, 2)	0.04681664567618625
  (0, 0)	0.04466561454231985"
reuters-topics/grain/article136.txt,"  (0, 19)	0.1784524617345121
  (0, 18)	0.13253183755798145
  (0, 17)	0.0694010352624485
  (0, 16)	0.06619899822616553
  (0, 15)	0.1313353498015301
  (0, 14)	0.13484251567009004
  (0, 13)	0.07352426077549469
  (0, 12)	0.13107190571093866
  (0, 10)	0.07491669873693041
  (0, 8)	0.2136104746073192
  (0, 6)	0.2031312377870113
  (0, 5)	0.28217294633338985
  (0, 4)	0.09563753297627284
  (0, 3)	0.10030824674127668
  (0, 2)	0.374260915119438
  (0, 1)	0.32209042692004974
  (0, 0)	0.669497202792597"
reuters-topics/grain/article122.txt,"  (0, 18)	0.11501592961253332
  (0, 16)	0.1148997774526418
  (0, 7)	0.08689665302988096
  (0, 6)	0.176284646601964
  (0, 5)	0.3265065394302589
  (0, 4)	0.41498857798236605
  (0, 3)	0.26115339059651876
  (0, 2)	0.24359788483616648
  (0, 1)	0.5590434804814378
  (0, 0)	0.4648111401518491"
reuters-topics/grain/article491.txt,"  (0, 17)	0.11879526163712509
  (0, 16)	0.11331426519292911
  (0, 14)	0.11540643355145926
  (0, 12)	0.1121793160096601
  (0, 11)	0.23199852560199916
  (0, 8)	0.18282084786952266
  (0, 7)	0.17139511675493646
  (0, 6)	0.08692603953358422
  (0, 5)	0.24150078496545813
  (0, 4)	0.1637048454577287
  (0, 3)	0.08584990390221779
  (0, 2)	0.3203152745779006
  (0, 1)	0.39380656408371506
  (0, 0)	0.6875957547633619"
reuters-topics/grain/article485.txt,"  (0, 17)	0.07653206176574151
  (0, 15)	0.07241509485431669
  (0, 13)	0.40539476433396104
  (0, 12)	0.14453967647152213
  (0, 11)	0.14946156308127015
  (0, 7)	0.16562809174035234
  (0, 6)	0.11200158886735463
  (0, 5)	0.15558325085312544
  (0, 4)	0.10546438613176712
  (0, 3)	0.055307510227951794
  (0, 2)	0.2063583011701981
  (0, 1)	0.558148711622848
  (0, 0)	0.5906309735277169"
reuters-topics/grain/article308.txt,"  (0, 19)	0.2862661961653883
  (0, 18)	0.04724493214827998
  (0, 17)	0.14844043193290668
  (0, 15)	0.04681840834908297
  (0, 14)	0.04806864237998432
  (0, 10)	0.4807133097125958
  (0, 8)	0.07614783409736937
  (0, 7)	0.16062487349038418
  (0, 6)	0.09051524640489603
  (0, 5)	0.033529658355409525
  (0, 4)	0.3409285526820034
  (0, 3)	0.3039419009610851
  (0, 2)	0.183447662963615
  (0, 1)	0.5412884085737408
  (0, 0)	0.28639473052408104"
reuters-topics/grain/article334.txt,"  (0, 17)	0.09767282872349815
  (0, 16)	0.0931663827630243
  (0, 15)	0.09241861506817091
  (0, 13)	0.10347572629989824
  (0, 12)	0.09223323361498906
  (0, 11)	0.09537397343526129
  (0, 8)	0.22547148490976723
  (0, 7)	0.14092014826302807
  (0, 6)	0.2144103743020622
  (0, 5)	0.26474753825983655
  (0, 2)	0.1975211291271965
  (0, 1)	0.388542780786308
  (0, 0)	0.7537834024744534"
reuters-topics/grain/article452.txt,"  (0, 18)	0.08421077120585728
  (0, 17)	0.17638975840439394
  (0, 16)	0.056083819016862886
  (0, 15)	0.027816840836550696
  (0, 14)	0.14279829467326277
  (0, 13)	0.18686935354793466
  (0, 12)	0.055522086701170585
  (0, 11)	0.028706366537100108
  (0, 10)	0.412551480509774
  (0, 8)	0.0904854417664577
  (0, 7)	0.04241519235063515
  (0, 6)	0.1505812609969116
  (0, 5)	0.23905703828856048
  (0, 4)	0.24307247395205306
  (0, 3)	0.19120767444339168
  (0, 2)	0.3963425050053785
  (0, 1)	0.25338406280229264
  (0, 0)	0.5671983105459579"
reuters-topics/grain/article446.txt,"  (0, 19)	0.5880477304658281
  (0, 18)	0.07278786885587359
  (0, 17)	0.15246309252853907
  (0, 16)	0.14542872384662447
  (0, 15)	0.07213074528836749
  (0, 14)	0.07405691739916202
  (0, 10)	0.08229006619474406
  (0, 7)	0.05499257542899594
  (0, 6)	0.11156179653891644
  (0, 5)	0.2066297707865072
  (0, 4)	0.10505026318571566
  (0, 3)	0.33054201813684675
  (0, 2)	0.46248300443482915
  (0, 1)	0.2021662002029815
  (0, 0)	0.39220784374358664"
reuters-topics/grain/article320.txt,"  (0, 17)	0.21490419801460253
  (0, 13)	0.22767199706491428
  (0, 12)	0.20293575357006208
  (0, 11)	0.2098461521022769
  (0, 7)	0.23254418738319327
  (0, 6)	0.2358777263727903
  (0, 5)	0.29125478461945364
  (0, 4)	0.07403674616177441
  (0, 2)	0.21729748385902298
  (0, 1)	0.42744474482060696
  (0, 0)	0.6219406910649304"
reuters-topics/grain/article447.txt,"  (0, 19)	0.15075554147544282
  (0, 17)	0.11725913499038378
  (0, 15)	0.11095129527354232
  (0, 14)	0.22782825483235003
  (0, 7)	0.16917882797085318
  (0, 6)	0.08580200980560473
  (0, 5)	0.23837796856788518
  (0, 3)	0.3389591581971198
  (0, 2)	0.47425997683236626
  (0, 1)	0.07774286014714328
  (0, 0)	0.6787045401936713"
reuters-topics/grain/article321.txt,"  (0, 18)	0.2463598573142512
  (0, 14)	0.12532755725900468
  (0, 13)	0.4100167943237536
  (0, 8)	0.3970747483378525
  (0, 7)	0.09306470466154737
  (0, 6)	0.18879758886381476
  (0, 4)	0.4444450747091947
  (0, 3)	0.18646029369216574
  (0, 2)	0.08696293976040655
  (0, 1)	0.2565965164524381
  (0, 0)	0.49780411527189744"
reuters-topics/grain/article335.txt,"  (0, 15)	1.0"
reuters-topics/grain/article453.txt,"  (0, 17)	0.1339144234632725
  (0, 15)	0.1267106289013492
  (0, 13)	0.0709352458149938
  (0, 12)	0.3793693844580881
  (0, 11)	0.5884315909354135
  (0, 7)	0.48302175373728673
  (0, 6)	0.19597836323881973
  (0, 5)	0.13611838527434272
  (0, 4)	0.0461349209040439
  (0, 3)	0.04838804270056014
  (0, 2)	0.0902705098049428
  (0, 1)	0.22196331006203265
  (0, 0)	0.34449181373429244"
reuters-topics/grain/article309.txt,"  (0, 18)	0.1289808943993452
  (0, 17)	0.06754156409002436
  (0, 16)	0.06442531965812383
  (0, 15)	0.06390823214927972
  (0, 13)	0.28621726189302027
  (0, 12)	0.19134011805081244
  (0, 11)	0.13190377351584237
  (0, 10)	0.2916377826364381
  (0, 8)	0.051971795184434545
  (0, 7)	0.0974474411141244
  (0, 6)	0.09884435775197227
  (0, 5)	0.1373063245178979
  (0, 4)	0.13961265574428386
  (0, 3)	0.29286202361737906
  (0, 2)	0.18211664631037716
  (0, 1)	0.44780087893371334
  (0, 0)	0.608121990143331"
reuters-topics/grain/article484.txt,"  (0, 17)	0.10162621425321834
  (0, 15)	0.0961593321157093
  (0, 11)	0.2977029328991102
  (0, 7)	0.29324800698699105
  (0, 6)	0.14872586997296575
  (0, 5)	0.1377317028585934
  (0, 4)	0.2800903583106878
  (0, 3)	0.29376931730611844
  (0, 2)	0.20551595413544965
  (0, 1)	0.20213467963803836
  (0, 0)	0.7189356038393236"
reuters-topics/grain/article490.txt,"  (0, 19)	0.033300399869014265
  (0, 18)	0.1731191713586626
  (0, 16)	0.09882533826354693
  (0, 15)	0.07352411319213521
  (0, 14)	0.05032499577213072
  (0, 13)	0.08232065593603893
  (0, 12)	0.02445887733541904
  (0, 11)	0.07587526401759388
  (0, 10)	0.027959894759174184
  (0, 8)	0.11958334704089917
  (0, 7)	0.056054880958239454
  (0, 6)	0.09476405338496788
  (0, 5)	0.14041419365566218
  (0, 4)	0.14277272768963994
  (0, 3)	0.24333629821805555
  (0, 2)	0.2269785102708566
  (0, 1)	0.25758936996844345
  (0, 0)	0.8328837961469012"
reuters-topics/grain/article123.txt,"  (0, 18)	0.03838066764115067
  (0, 16)	0.11502572344478458
  (0, 15)	0.11410250932485969
  (0, 14)	0.1952491519468373
  (0, 13)	0.08516927761304124
  (0, 12)	0.18978938732298647
  (0, 10)	0.04339112726383798
  (0, 9)	0.039780350014401875
  (0, 8)	0.1546517572991697
  (0, 7)	0.08699190373812751
  (0, 6)	0.20589085868290355
  (0, 5)	0.2451483266986635
  (0, 4)	0.3323547701276877
  (0, 3)	0.232390800627611
  (0, 2)	0.325153202255747
  (0, 1)	0.39975447799012737
  (0, 0)	0.5687252232738046"
reuters-topics/grain/article137.txt,"  (0, 19)	0.32286677562207994
  (0, 17)	0.25112893666165126
  (0, 16)	0.11977115305078641
  (0, 15)	0.2376197027682541
  (0, 14)	0.24396507522514055
  (0, 12)	0.11857153204894047
  (0, 11)	0.12260914753373763
  (0, 10)	0.27108746751197743
  (0, 8)	0.3864767373070607
  (0, 7)	0.09058078753836314
  (0, 6)	0.09187927016381776
  (0, 5)	0.25526201338141735
  (0, 4)	0.34606619152654505
  (0, 2)	0.08464188006394181
  (0, 1)	0.0832492999517208
  (0, 0)	0.4845176156218713"
reuters-topics/grain/article057.txt,"  (0, 19)	0.5152245094173815
  (0, 17)	0.10018666595743049
  (0, 14)	0.1946573566692682
  (0, 12)	0.18921414045491786
  (0, 11)	0.19565728857185394
  (0, 8)	0.1541830117055277
  (0, 7)	0.14454705576990196
  (0, 5)	0.13578071570844708
  (0, 4)	0.27612284263635484
  (0, 3)	0.07240200935793108
  (0, 2)	0.3376746573573961
  (0, 1)	0.13284761073456366
  (0, 0)	0.5798878275688383"
reuters-topics/grain/article043.txt,"  (0, 19)	0.6154782762526628
  (0, 16)	0.07610625433401476
  (0, 15)	0.30198165539886646
  (0, 11)	0.0779096028400313
  (0, 10)	0.6890290766586237
  (0, 7)	0.17267340954579102
  (0, 4)	0.05497526098282429
  (0, 0)	0.10262577129957313"
reuters-topics/grain/article094.txt,"  (0, 18)	0.15204528912083323
  (0, 14)	0.07734809106479723
  (0, 12)	0.1503704028152448
  (0, 8)	0.1225308083301087
  (0, 7)	0.11487301609499177
  (0, 6)	0.3495591891112982
  (0, 5)	0.10790631644407185
  (0, 4)	0.2194376328000277
  (0, 3)	0.2876930679073424
  (0, 2)	0.5903776698483305
  (0, 1)	0.21115069614956966
  (0, 0)	0.5120475081803426"
reuters-topics/grain/article080.txt,"  (0, 19)	0.16433812745872423
  (0, 18)	0.12204950159412851
  (0, 17)	0.12782380324565668
  (0, 16)	0.48770498551334845
  (0, 14)	0.24835484264726904
  (0, 12)	0.24141008017057056
  (0, 10)	0.13798262984046555
  (0, 8)	0.1967153888566791
  (0, 7)	0.0922106461967785
  (0, 5)	0.25985505141940124
  (0, 4)	0.17614655389259978
  (0, 3)	0.46187285055931077
  (0, 2)	0.172329754865528
  (0, 1)	0.084747240033947
  (0, 0)	0.4110297893955806"
reuters-topics/grain/article533.txt,"  (0, 19)	0.2916434987884555
  (0, 18)	0.054148943128305656
  (0, 17)	0.1701323748640143
  (0, 16)	0.10818851850691988
  (0, 14)	0.16527907211208015
  (0, 13)	0.3004003482213254
  (0, 10)	0.4897431601660788
  (0, 7)	0.040910523775329194
  (0, 6)	0.04149697931147713
  (0, 5)	0.11528827416030196
  (0, 4)	0.07814984579532498
  (0, 3)	0.3278660070319887
  (0, 2)	0.3822823515723903
  (0, 1)	0.11279784237397888
  (0, 0)	0.4741334773040795"
reuters-topics/grain/article255.txt,"  (0, 17)	0.06741876379545805
  (0, 16)	0.25723274057963047
  (0, 15)	0.06379203777565398
  (0, 14)	0.06549553388626511
  (0, 12)	0.2546563121984921
  (0, 8)	0.155631908918859
  (0, 7)	0.09727026762643913
  (0, 6)	0.049332322234289315
  (0, 5)	0.3654844849000428
  (0, 4)	0.18581175976193037
  (0, 3)	0.24360796522028957
  (0, 2)	0.1817855320089296
  (0, 1)	0.4916853836607917
  (0, 0)	0.5636580269822139"
reuters-topics/grain/article241.txt,"  (0, 18)	0.07447021868634886
  (0, 17)	0.1949837249782514
  (0, 16)	0.37197506392099944
  (0, 15)	0.25829267445576665
  (0, 14)	0.037884299407588966
  (0, 13)	0.0826272068597526
  (0, 12)	0.07364987660161108
  (0, 11)	0.03807890658932071
  (0, 8)	0.1500358239462876
  (0, 7)	0.08439543256374087
  (0, 6)	0.11414033019356154
  (0, 5)	0.2906827213346415
  (0, 4)	0.21495659085689703
  (0, 3)	0.197272747664098
  (0, 2)	0.26287355465157725
  (0, 1)	0.38782289660919916
  (0, 0)	0.5517503257842371"
reuters-topics/grain/article527.txt,"  (0, 19)	0.27019516621845946
  (0, 17)	0.10508022179244557
  (0, 16)	0.10023201224214369
  (0, 14)	0.10208263752897567
  (0, 12)	0.09922809415435532
  (0, 11)	0.10260702400843841
  (0, 8)	0.16171398570672238
  (0, 7)	0.07580368372673539
  (0, 6)	0.15378067084240268
  (0, 5)	0.2848256818495799
  (0, 4)	0.14480494619172807
  (0, 3)	0.07593844079792794
  (0, 2)	0.28333453398982267
  (0, 1)	0.4180094107488089
  (0, 0)	0.6757912115943459"
reuters-topics/grain/article269.txt,"  (0, 19)	0.19965725675312054
  (0, 15)	0.14694140613815773
  (0, 14)	0.15086531455325486
  (0, 11)	0.30328058379198036
  (0, 8)	0.238992956215304
  (0, 7)	0.33608496605948157
  (0, 5)	0.21046828885512117
  (0, 4)	0.10700175997059885
  (0, 2)	0.3140496363696624
  (0, 1)	0.10296089972685056
  (0, 0)	0.6991141620571574"
reuters-topics/grain/article296.txt,"  (0, 15)	0.07292586172370699
  (0, 14)	0.22461979962958648
  (0, 12)	0.0727795805636733
  (0, 11)	0.22577364507085407
  (0, 10)	0.5823802007303363
  (0, 8)	0.35583096152306354
  (0, 7)	0.22239509299578736
  (0, 5)	0.1566806293779715
  (0, 4)	0.15931239036475053
  (0, 3)	0.055697611820854975
  (0, 2)	0.31172071859365696
  (0, 1)	0.25549341515655183
  (0, 0)	0.3965312553676155"
reuters-topics/grain/article282.txt,"  (0, 14)	0.2577996097709355
  (0, 12)	0.2505907426622418
  (0, 11)	0.2591238959869561
  (0, 10)	0.2864600323381745
  (0, 7)	0.382869419462342
  (0, 6)	0.19417894116534345
  (0, 3)	0.3835500507863015
  (0, 2)	0.35776667837600246
  (0, 0)	0.5119931700026823"
reuters-topics/grain/article294.txt,"  (0, 15)	0.8501692584731382
  (0, 5)	0.30443030621986666
  (0, 4)	0.30954381518573804
  (0, 1)	0.2978540701121438"
reuters-topics/grain/article280.txt,"  (0, 19)	0.20306726034778488
  (0, 16)	0.050220094385900735
  (0, 15)	0.0996340403929429
  (0, 14)	0.15344198656259184
  (0, 12)	0.04971709279991395
  (0, 11)	0.20564026662106857
  (0, 10)	0.2841677202421513
  (0, 8)	0.16204985700760202
  (0, 7)	0.15192224784867595
  (0, 5)	0.21406293717008956
  (0, 4)	0.14510569832172274
  (0, 3)	0.22828848263628432
  (0, 2)	0.21294225349949594
  (0, 1)	0.27925172929497016
  (0, 0)	0.7110545334940117"
reuters-topics/grain/article519.txt,"  (0, 18)	0.09402162705247864
  (0, 17)	0.23632775489064098
  (0, 16)	0.15028268255304866
  (0, 15)	0.05590368399944953
  (0, 14)	0.03826435354027188
  (0, 13)	0.020864030117799973
  (0, 8)	0.13638688086793624
  (0, 7)	0.11365611328180825
  (0, 6)	0.10087470968245084
  (0, 5)	0.24021723395648475
  (0, 4)	0.2985304146004426
  (0, 3)	0.2846454026194358
  (0, 2)	0.22568408999340858
  (0, 1)	0.16974252708552756
  (0, 0)	0.747269150504843"
reuters-topics/grain/article257.txt,"  (0, 19)	0.336787897579906
  (0, 18)	0.06253082543624267
  (0, 14)	0.1908631306434888
  (0, 13)	0.13876009872329326
  (0, 11)	0.06394785735136521
  (0, 8)	0.20157027239857828
  (0, 7)	0.14172957067539418
  (0, 6)	0.14376127508022946
  (0, 5)	0.22189017088421192
  (0, 4)	0.36098760810289954
  (0, 3)	0.1419815249460394
  (0, 2)	0.4414570185956918
  (0, 1)	0.21709694851474234
  (0, 0)	0.5475260640365488"
reuters-topics/grain/article531.txt,"  (0, 19)	0.08140836326949373
  (0, 17)	0.063320221363264
  (0, 14)	0.36908345426495565
  (0, 11)	0.4328092912223951
  (0, 10)	0.2734104429358066
  (0, 7)	0.4567849165001298
  (0, 6)	0.0463332963760085
  (0, 5)	0.0858164596391944
  (0, 4)	0.13088687515524836
  (0, 3)	0.32031786377102245
  (0, 2)	0.17073436947563256
  (0, 1)	0.3778320216075856
  (0, 0)	0.2850572055188134"
reuters-topics/grain/article525.txt,"  (0, 19)	0.2722505151058259
  (0, 18)	0.057769464511525793
  (0, 17)	0.09075390602435027
  (0, 16)	0.028855562174273337
  (0, 14)	0.08816500322317085
  (0, 13)	0.22434005868390072
  (0, 12)	0.11426618607190842
  (0, 11)	0.20677509172897052
  (0, 10)	0.22858871906739003
  (0, 8)	0.23277732655594924
  (0, 7)	0.21822947179105573
  (0, 6)	0.1328146849324246
  (0, 5)	0.20499451691105178
  (0, 4)	0.16675024413890183
  (0, 3)	0.08744696832258746
  (0, 2)	0.4282347491940163
  (0, 1)	0.220622897791867
  (0, 0)	0.5642007096500069"
reuters-topics/grain/article243.txt,"  (0, 19)	0.3775934090550855
  (0, 14)	0.14265884785938532
  (0, 13)	0.3111447833740364
  (0, 12)	0.13866966929929578
  (0, 10)	0.15851869677939867
  (0, 7)	0.10593443161070153
  (0, 5)	0.09950982996959558
  (0, 3)	0.42449100982115834
  (0, 2)	0.29696659850425744
  (0, 1)	0.29208072192922696
  (0, 0)	0.566644424398905"
reuters-topics/grain/article096.txt,"  (0, 18)	0.14833736042828263
  (0, 17)	0.15535537077749956
  (0, 14)	0.15092360610528566
  (0, 12)	0.14670331957752653
  (0, 11)	0.1516988828848546
  (0, 8)	0.1195426493246195
  (0, 7)	0.11207160768016122
  (0, 6)	0.22735632576340484
  (0, 3)	0.2245416773049757
  (0, 2)	0.3141709793090444
  (0, 1)	0.4120027276153186
  (0, 0)	0.699384286768551"
reuters-topics/grain/article082.txt,"  (0, 19)	0.5207791308143362
  (0, 17)	0.06751118378212352
  (0, 15)	0.3193974306006542
  (0, 12)	0.06375135098245618
  (0, 10)	0.14575330173829604
  (0, 7)	0.04870180454649091
  (0, 6)	0.14819984609310277
  (0, 5)	0.13724456390468456
  (0, 4)	0.18606647698593026
  (0, 3)	0.0487883822986505
  (0, 2)	0.2730520949098017
  (0, 1)	0.1342798372060003
  (0, 0)	0.6512662027075646"
reuters-topics/grain/article069.txt,"  (0, 19)	0.8602540601704322
  (0, 16)	0.1595605811479276
  (0, 14)	0.16250661445254289
  (0, 10)	0.18057300425165712
  (0, 8)	0.06435862396131523
  (0, 6)	0.1224026768496569
  (0, 5)	0.11335438226058335
  (0, 4)	0.11525839325478338
  (0, 3)	0.18133101602179905
  (0, 2)	0.11276093807604089
  (0, 1)	0.11090572597912796
  (0, 0)	0.26895009898673305"
reuters-topics/grain/article055.txt,"  (0, 19)	0.6949972344383459
  (0, 17)	0.06757195600685797
  (0, 16)	0.06445430934741232
  (0, 11)	0.13196312672402968
  (0, 8)	0.25997590558601896
  (0, 7)	0.09749128988437263
  (0, 5)	0.1373681087310961
  (0, 4)	0.23279246290918879
  (0, 2)	0.31884753946989236
  (0, 1)	0.2240011887406848
  (0, 0)	0.4345683063923387"
reuters-topics/grain/article041.txt,"  (0, 19)	0.6232658922153561
  (0, 16)	0.051379481985362546
  (0, 15)	0.305802614238134
  (0, 11)	0.05259692610856908
  (0, 10)	0.6977473272341221
  (0, 7)	0.11657215839544906
  (0, 4)	0.03711390681390037
  (0, 0)	0.1039242900704098"
reuters-topics/grain/article109.txt,"  (0, 18)	0.10437999318855247
  (0, 17)	0.054659165084039875
  (0, 15)	0.10343765822836647
  (0, 14)	0.2123996939378986
  (0, 13)	0.17371965816701182
  (0, 12)	0.3096905214039517
  (0, 11)	0.21349076613625792
  (0, 8)	0.33647250797018274
  (0, 7)	0.15772201436658376
  (0, 6)	0.2399744575409787
  (0, 5)	0.3333524694025408
  (0, 4)	0.30129047403469394
  (0, 3)	0.19750299823296225
  (0, 2)	0.22107151283828852
  (0, 1)	0.2536733602090471
  (0, 0)	0.45698074858264626"
reuters-topics/grain/article121.txt,"  (0, 11)	0.69113197336265
  (0, 7)	0.5105922331195206
  (0, 3)	0.5114999187427799"
reuters-topics/grain/article135.txt,"  (0, 19)	0.5169829823453033
  (0, 16)	0.07671231923300667
  (0, 11)	0.07853002853288582
  (0, 8)	0.18565109018274223
  (0, 7)	0.05801615925892968
  (0, 5)	0.05449765534742211
  (0, 4)	0.1662391536938671
  (0, 3)	0.05811929524545715
  (0, 2)	0.48791109400728105
  (0, 1)	0.15996122716910255
  (0, 0)	0.6206581310583142"
reuters-topics/grain/article486.txt,"  (0, 18)	0.08595882919447155
  (0, 17)	0.090025639815556
  (0, 15)	0.08518279915832962
  (0, 14)	0.04372875599633639
  (0, 13)	0.1907484115546369
  (0, 12)	0.2125298298658113
  (0, 11)	0.04395338546284772
  (0, 7)	0.19483043558914573
  (0, 6)	0.16468612084771989
  (0, 5)	0.3050242686851401
  (0, 4)	0.09304432632753071
  (0, 3)	0.16264732322635492
  (0, 2)	0.2730846376494202
  (0, 1)	0.5670268836701923
  (0, 0)	0.5500236715277884"
reuters-topics/grain/article492.txt,"  (0, 18)	0.1736526960278956
  (0, 17)	0.10912104233229605
  (0, 15)	0.06883398886497656
  (0, 14)	0.07067212472640988
  (0, 13)	0.3082775904689187
  (0, 12)	0.20608774663909027
  (0, 10)	0.07852897509241025
  (0, 8)	0.16793263640880712
  (0, 7)	0.07871868596953942
  (0, 6)	0.21292566519356307
  (0, 5)	0.3450749711250177
  (0, 4)	0.20049782149012554
  (0, 3)	0.21028966686237643
  (0, 2)	0.3432684001679767
  (0, 1)	0.3376207379602526
  (0, 0)	0.5380301904762067"
reuters-topics/grain/article479.txt,"  (0, 19)	0.6304629000536403
  (0, 11)	0.47883848425275066
  (0, 8)	0.3773371294342855
  (0, 7)	0.35375473918335015
  (0, 1)	0.325122304541068"
reuters-topics/grain/article323.txt,"  (0, 18)	0.15489297027576046
  (0, 17)	0.08111056701609928
  (0, 16)	0.3094730942682252
  (0, 15)	0.07674730392259582
  (0, 8)	0.12482570793401784
  (0, 7)	0.058512245826136934
  (0, 6)	0.1187020468302831
  (0, 5)	0.38474559039375716
  (0, 4)	0.3912081533707725
  (0, 3)	0.2344650548456012
  (0, 2)	0.38273133184817537
  (0, 1)	0.05377634304146304
  (0, 0)	0.5738015029288821"
reuters-topics/grain/article445.txt,"  (0, 18)	0.08517863493634956
  (0, 17)	0.1784170673477187
  (0, 13)	0.0945085540645425
  (0, 12)	0.16848066415859203
  (0, 11)	0.609762274974807
  (0, 8)	0.06864406685373634
  (0, 7)	0.45047819179400056
  (0, 6)	0.19582964214231532
  (0, 5)	0.1813534530835342
  (0, 4)	0.06146654764395851
  (0, 3)	0.193405290857961
  (0, 2)	0.1202693422475031
  (0, 1)	0.23658119456219165
  (0, 0)	0.40160212282919416"
reuters-topics/grain/article451.txt,"  (0, 15)	0.09695336100864844
  (0, 13)	0.2171060330256188
  (0, 12)	0.09675888335994758
  (0, 11)	0.20010746255994813
  (0, 7)	0.1478347408458739
  (0, 6)	0.37488490834834387
  (0, 5)	0.13886901266656748
  (0, 4)	0.21180238849564648
  (0, 3)	0.14809754834700686
  (0, 2)	0.06907099587018282
  (0, 1)	0.33967298746300634
  (0, 0)	0.7248721638075662"
reuters-topics/grain/article337.txt,"  (0, 19)	0.5058842480034345
  (0, 18)	0.05367237248497853
  (0, 14)	0.05460814443691967
  (0, 8)	0.346029487587879
  (0, 6)	0.041131759955676535
  (0, 5)	0.03809120324053911
  (0, 4)	0.23238612191736582
  (0, 2)	0.6820521186339167
  (0, 1)	0.11180509649196409
  (0, 0)	0.28920650943384996"
reuters-topics/grain/article450.txt,"  (0, 19)	0.29901507850681475
  (0, 17)	0.11628842665296725
  (0, 16)	0.2218461819945988
  (0, 14)	0.11297111011316083
  (0, 11)	0.22710285878635927
  (0, 8)	0.2684444034019988
  (0, 7)	0.16777831193567067
  (0, 6)	0.085091713534937
  (0, 5)	0.23640460008308237
  (0, 4)	0.08012516093401623
  (0, 3)	0.08403828667504203
  (0, 2)	0.39194491851197355
  (0, 1)	0.30839712030126665
  (0, 0)	0.5982986743018749"
reuters-topics/grain/article336.txt,"  (0, 19)	0.8053918034715704
  (0, 15)	0.5927428134535343"
reuters-topics/grain/article322.txt,"  (0, 19)	0.15123835741414293
  (0, 17)	0.11763467395085885
  (0, 16)	0.11220722490319988
  (0, 14)	0.11427895351690315
